Program ID,Program Name,Agency,Jurisdiction Level,State,Locality,Category,Status,Status Details,Target Populations,Max Value,Value Type,Value Notes,Entity Types,Size Limits,Industry Restrictions,Candidate Address Matters,Work Site Address Matters,Employer HQ Matters,Custom Logic,Source URL,Source Citation,Confidence Level,Potential Issues,Notes
NE-001,Returning Heroes Tax Credit,Internal Revenue Service,federal,Nevada,,tax_credit,FEDERAL,Federal program with state implementation,veterans,Varies,,,,,,No,No,No,,https://veterans.nv.gov/wp-content/uploads/2023/04/Patriot_Brochure_2023_11x8p5.pdf,,medium,,Provides incentive for businesses to hire unemployed veterans
NE-002,Long-term Unemployment Veterans Tax Credit,Internal Revenue Service,federal,Nevada,,tax_credit,FEDERAL,Federal program with state implementation,veterans,"$5,600 per employee",,,,,,No,No,No,,https://veterans.nv.gov/employers/,,high,,"A credit of 40% of the first $14,000 of wages for employers who hire veterans who have been in receipt of unemployment compensation"
NE-003,Patriot Employer Program,Nevada Department of Veterans Services,state,Nevada,,unknown,NON-INCENTIVE,Program does not provide direct benefit to employers,veterans,Non-monetary benefits,,,,,,No,No,No,,https://veterans.nv.gov/employers/patriot-employer-program/,,medium,,"Program provides employers with education, support, and tools to hire and retain veterans, includes recognition and networking benefits"
NE-004,Work For Warriors Nevada Employer Services,Work For Warriors Nevada,state,Nevada,,service,NON-INCENTIVE,Program does not provide direct benefit to employers,veterans,Varies,,,,,,No,No,No,,https://www.workforwarriorsnv.org/employers,,low,,Provides employers access to qualified military talent and may include hiring incentives or support services
NE-005,Nevada Veterans Assistance Program - Contractors,Nevada State Contractors Board,state,Nevada,,other,NON-INCENTIVE,Flagged as non-incentive by verification phase,veterans,Varies,,,,,,No,No,No,,https://www.nvcontractorsboard.com/licensing/veterans-assistance-program/,,low,,"Program connecting contractors with qualified veterans, may include licensing or procurement advantages"
NE-006,Nevada State Priority Hiring for Veterans,State of Nevada,state,Nevada,,other,NON-INCENTIVE,Flagged as non-incentive by verification phase,veterans,Non-monetary preference,,,,,,No,No,No,,https://fortheveteran.com/nevada-veteran-benefits,,medium,,Priority hiring preference for veterans in state government positions
NE-007,Nevada Employment Hub Financial Incentives,"Nevada Department of Employment, Training and Rehabilitation",state,Nevada,,unknown,NON-INCENTIVE,Program does not provide direct benefit to employers,veterans,Varies,,,,,,No,No,No,,https://employnvcareerhub.org/financial-incentives/,,medium,,Financial incentives available to employers for hiring individuals from target populations including veterans
NE-008,Disabled Access Credit,Internal Revenue Service / VR Nevada,federal,Nevada,,tax_credit,FEDERAL,Federal program with state implementation,disabilities,"$5,000 per year",,,,,,No,No,No,,https://vrnevada.nv.gov/employers/,,high,,"Tax credit for 50% of eligible expenditures over $250 up to $10,500 a year (tax bill reduced to $5,000). Provides a nonrefundable credit for accessibility improvements"
NE-009,VR Nevada Employer Services,"Nevada Department of Employment, Training and Rehabilitation - Vocational Rehabilitation",state,Nevada,,other,NON-INCENTIVE,Flagged as non-incentive by verification phase,disabilities,Varies,,,,,,No,No,No,,https://vrnevada.nv.gov/employers/,,medium,,Employer assistance and incentives through Nevada's vocational rehabilitation program for hiring people with disabilities
NE-010,Student Work Experience Program (SWEP),Goodwill of Southern Nevada / VR Nevada,state,Nevada,,other,NON-INCENTIVE,Flagged as non-incentive by verification phase,disabilities,Varies,,,,,,No,No,No,,https://www.goodwillvegas.org/disability-programs,,low,,"Work experience program for students with disabilities, potentially providing employer incentives or subsidies"
NE-011,Disability Resources Employment Services,Disability Resources Nevada,local,Nevada,,other,NON-INCENTIVE,Flagged as non-incentive by verification phase,disabilities,Varies,,,,,,No,No,No,,https://www.disabilityresourcesnv.org/employers,,low,,Employment services program that may include employer incentives for hiring people with disabilities
NE-012,WIOA Employer Incentives,"Nevada Department of Employment, Training and Rehabilitation",federal,Nevada,,unknown,FEDERAL,Federal program with state implementation,disabilities,Varies,,,,,,No,No,No,,https://ndalc.org/issues/employment-2/,,medium,,Workforce Innovation and Opportunity Act programs that may provide employer incentives for hiring individuals with disabilities
NE-013,Best Buddies Jobs Program Employer Incentives,Best Buddies International - Nevada,local,Nevada,,unknown,ACTIVE,Active unknown program with direct employer benefit,disabilities,Varies,,,,,,No,No,No,,https://www.bestbuddies.org/nevada/jobs/,,low,,Job placement program for people with intellectual and developmental disabilities that may offer employer incentives
NE-014,EmployNV Career Hub Employer Services,"Nevada Department of Employment, Training and Rehabilitation",state,Nevada,,service,NON-INCENTIVE,Program does not provide direct benefit to employers,disabilities,Varies,,,,,,No,No,No,,https://employnvcareerhub.org/,,low,,State employment services that may include incentives for employers hiring individuals with disabilities
NE-015,Federal Bonding Program,U.S. Department of Labor / Nevada Workforce Connections,federal,Nevada,,bonding,FEDERAL,Federal program with state implementation,ex_offenders,"$25,000 per employee",,,,,,No,No,No,,https://www.nvp.uscourts.gov/community-resources/employment/potential-employers/,,medium,,Free fidelity bonding insurance for employers hiring at-risk job seekers including those with criminal records
NE-016,Second Chance Employment Program,City of Las Vegas,local,Nevada,,unknown,ACTIVE,Active unknown program with direct employer benefit,ex_offenders,Unknown,,,,,,No,No,No,,https://files.lasvegasnevada.gov/neighborhood-services/Second-Chance-Employement-flier-English-and-Spanish-Oct-2023.pdf,,low,,City program that may provide employer incentives or support for hiring justice-impacted individuals
NE-017,Re-Entry Initiative Program,Foundation for an Independent Tomorrow,local,Nevada,,service,NON-INCENTIVE,Program does not provide direct benefit to employers,ex_offenders,Unknown,,,,,,No,No,No,,https://www.lasvegasfit.org/re-entry-initiative-program/,,low,,Program that helps ex-offenders re-enter labor market with potential employer support services
NE-018,Nevada On-the-Job Training Program,"Nevada Department of Employment, Training and Rehabilitation",state,Nevada,,training_grant,ACTIVE,Active training_grant program with direct employer benefit,ex_offenders,Up to 50% wage reimbursement,,,,,,No,No,No,,https://detr.nv.gov/,,low,,"Potential wage reimbursement for employers providing on-the-job training, may include justice-impacted individuals"
NE-019,Workforce Innovation and Opportunity Act (WIOA) Adult Program,"Nevada Department of Employment, Training and Rehabilitation",federal,Nevada,,training_grant,FEDERAL,Federal program with state implementation,ex_offenders,Varies,,,,,,No,No,No,,https://detr.nv.gov/,,medium,,Federal program that may provide training subsidies for employers hiring WIOA-eligible participants including justice-impacted individuals
NE-020,New Employees of Nevada (NEON) - TANF Employment and Training,Nevada Division of Welfare and Supportive Services (DWSS),state,Nevada,,training_grant,ACTIVE,Active training_grant program with direct employer benefit,tanf_snap,Varies,,,,,,No,No,No,,https://dwss.nv.gov/Home/Features/Employment___Support_Services/,,medium,,TANF employment program that may provide employer support services and training assistance for hiring TANF recipients
NE-021,SNAP Employment and Training (SNAP E&T) Program,Nevada System of Higher Education (NSHE),federal,Nevada,,training_grant,FEDERAL,Federal program with state implementation,tanf_snap,Varies,,,,,,No,No,No,,https://nshe.nevada.edu/system-administration/departments/workforce/snap-et/,,medium,,Employment and training program for SNAP recipients that may include employer partnerships and training subsidies
NE-022,WIOA-TANF Collaborative Employment Services,"Nevada Department of Employment, Training and Rehabilitation (DETR)",federal,Nevada,,service,FEDERAL,Federal program with state implementation,tanf_snap,Varies,,,,,,No,No,No,,https://peerta.acf.hhs.gov/sites/default/files/public/uploaded_files/IIEESS%20TANF-WIOA_Nevada_508.pdf,,low,,Collaborative program between WIOA and TANF that may provide employer incentives for hiring program participants
NE-023,Nevada Employer Financial Incentives Program,EmployNV Career Hub,state,Nevada,,unknown,ACTIVE,Active unknown program with direct employer benefit,tanf_snap,Varies,,,,,,No,No,No,,https://employnvcareerhub.org/financial-incentives/,,medium,,General employer incentive program that includes benefits for hiring individuals from target populations including TANF/SNAP recipients
NE-024,EmployNV Youth Hub Business Services,"Nevada Department of Employment, Training and Rehabilitation (DETR)",state,Nevada,,service,NON-INCENTIVE,Program does not provide direct benefit to employers,youth,Varies,,,,,,No,No,No,,https://employnvyouthhub.org/employers-2/,,medium,,"Business services for employers seeking to hire youth ages 16-24, potentially including recruitment assistance and placement services"
NE-025,Strong Future Las Vegas Youth Employment Program,Mayor's Fund for Las Vegas Life,local,Nevada,,unknown,ACTIVE,Active unknown program with direct employer benefit,youth,Unknown,,,,,,No,No,No,,https://mayorsfundlv.org/strong-future-las-vegas-youth-employment-program/,,low,,Youth employment program that may provide employer incentives or subsidies for hiring participating youth in Las Vegas
NE-026,Nevada 211 Youth Employment Services,Nevada 211,state,Nevada,,service,NON-INCENTIVE,Service does not provide tangible cost reduction for employers,youth,Unknown,,,,,,No,No,No,,https://www.nevada211.org/employment-services/youth-employment/,,low,,Employment services for youth ages 16-25 that may include employer incentives or placement assistance
NE-027,WIOA Youth Program Employer Incentives,"Nevada Department of Employment, Training and Rehabilitation (DETR)",federal,Nevada,,training_grant,FEDERAL,Federal program with state implementation,youth,Varies,,,,,,No,No,No,,https://employnvyouthhub.org/,,medium,,Workforce Innovation and Opportunity Act youth program that may provide on-the-job training subsidies and work experience funding for employers
NE-028,Summer Youth Employment Program Tax Credits,Various Local Agencies,federal,Nevada,,tax_credit,FEDERAL,Federal program with state implementation,youth,"Up to $1,200 per employee",,,,,,No,No,No,,https://detr.nv.gov/Content/Media/WOTC_TargetGroupEligibility.pdf,,high,,WOTC summer youth component for employers hiring youth ages 16-17 from high-poverty census tracts for summer employment
NE-029,EmployNV Career Hub Financial Incentives,"Nevada Department of Employment, Training and Rehabilitation",state,Nevada,,service,NON-INCENTIVE,Program does not provide direct benefit to employers,long_term_unemployed,Varies,,,,,,No,No,No,,https://employnvcareerhub.org/financial-incentives/,,medium,,"Financial incentives for employers hiring Nevadans, with no-cost assistance for talent recruitment and candidate pre-screening"
NE-030,Platform to Employment Program,Unknown - Local Program,local,Nevada,,unknown,ACTIVE,Active unknown program with direct employer benefit,long_term_unemployed,Unknown,,,,,,No,No,No,,https://www.workplace.org/las-vegas-nv-ktnv-new-program-aims-to-help-long-term-unemployed/,,low,,"Five-week program aimed at helping long-term unemployed, may include employer incentives for hiring program graduates"
NE-031,Nevada Unemployment Insurance Work-Share Program,"Nevada Department of Employment, Training and Rehabilitation",state,Nevada,,unknown,NON-INCENTIVE,Program does not provide direct benefit to employers,long_term_unemployed,Varies,,,,,,No,No,No,,https://detr.nv.gov/Page/Employment_Security_Division,,low,,"May provide benefits to employers for retaining workers and avoiding layoffs, potentially benefiting long-term unemployed through job creation"
NE-032,Nevada Workforce Innovation and Opportunity Act (WIOA) Employer Incentives,"Nevada Department of Employment, Training and Rehabilitation",federal,Nevada,,training_grant,FEDERAL,Federal program with state implementation,long_term_unemployed,Varies,,,,,,No,No,No,,https://detr.nv.gov/Page/Employment_Security_Division,,medium,,Potential on-the-job training subsidies and customized training grants for employers hiring dislocated workers and long-term unemployed
NE-033,WIOA On-the-Job Training (OJT),"U.S. Department of Labor, Nevada Department of Employment, Training and Rehabilitation",federal,Nevada,,wage_subsidy,FEDERAL,Federal program with state implementation,federal_programs,Up to 50% wage reimbursement (75% for small businesses),,,,,,No,No,No,,https://gowinn.nv.gov/wp-content/uploads/2023/07/1-14.pdf,,high,,Provides wage reimbursement to employers for the extraordinary costs of providing training to new employees under contract
NE-034,VA Vocational Rehabilitation & Employment (VR&E),U.S. Department of Veterans Affairs,federal,Nevada,,training_grant,FEDERAL,Federal program with state implementation,federal_programs,"Varies - covers training costs, wages during training, and employment assistance",,,,,,No,No,No,,https://veterans.nv.gov/wp-content/uploads/2018/01/Intro-to-VA-Education-and-VocRehab.pdf,,high,,"Comprehensive program providing vocational rehabilitation services including on-the-job training, work-study programs, and employment assistance for eligible veterans"
NE-035,VA Non-Paid Work Experience (NPWE),U.S. Department of Veterans Affairs,federal,Nevada,,training_grant,FEDERAL,Federal program with state implementation,federal_programs,No direct payment - provides training and work experience,,,,,,No,No,No,,https://www.nevadacountyca.gov/3346/VA-Paid-and-Non-Paid-Internship-Programs,,high,,Provides eligible Veterans and Servicemembers with training and practical job experience to develop marketable skills
NE-036,VA Special Employer Incentives (SEI),U.S. Department of Veterans Affairs,federal,Nevada,,wage_subsidy,FEDERAL,Federal program with state implementation,federal_programs,Up to 50% of veteran's salary for up to 6 months,,,,,,No,No,No,,https://benefits.va.gov/WARMS/docs/admin28/M28R/Part_VI/M28R.VI.A.7.pdf,,high,,Initiative that connects job-seeking Veterans requiring special assistance with employment opportunities by providing wage subsidies to employers
NE-037,DoD SkillBridge,U.S. Department of Defense,federal,Nevada,,training_grant,FEDERAL,Federal program with state implementation,federal_programs,No cost to employer - participants remain on military pay,,,,,,No,No,No,,https://www.governmentjobs.com/careers/mynevadacounty/jobs/5194301/intern-dod-skillbridge-internship,,high,,"Industry training, apprenticeships, or job training programs that provide servicemembers with civilian work experience during their last 180 days of service"
